Region,Province,City/Municipality,Type,Barangay
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,Callaguip
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,Cayubog
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,Dolores
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,Laoa
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,Masintoc
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,Monte
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,Mumulaan
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,Nagbacalan
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,Nalasin
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,Nanguyudan
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,Oaig-Upay-Abulao
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,Pambaran
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,Pannaratan
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,Paratong
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,Pasil
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,Salbang
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,San Agustin
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,San Blas
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,San Juan
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,San Pedro
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,San Roque
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,Sangladan Pob.
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,Santa Rita
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,Sideg
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,Suba
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,Sungadan
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,Surgui
Region I (Ilocos Region),Ilocos Norte,Paoay,Municipality,Veronica
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Batuli
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Binsang
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Caruan
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Carusikis
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Carusipan
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Dadaeman
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Darupidip
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Davila
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Dilanis
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Dilavo
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Estancia
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Naglicuan
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Nagsanga
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Nalvo
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Ngabangab
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Pangil
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Poblacion 1
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Poblacion 2
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Poblacion 3
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Poblacion 4
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Pragata
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Puyupuyan
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Salpad
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,San Juan
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Santa Catalina
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Santa Matilde
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Sapat
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Sulbec
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Sulongan
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Surong
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Susugaen
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Tabungao
Region I (Ilocos Region),Ilocos Norte,Pasuquin,Municipality,Tadao
Region I (Ilocos Region),Ilocos Norte,Piddig,Municipality,Ab-abut
Region I (Ilocos Region),Ilocos Norte,Piddig,Municipality,Abucay
Region I (Ilocos Region),Ilocos Norte,Piddig,Municipality,Anao
Region I (Ilocos Region),Ilocos Norte,Piddig,Municipality,Arua-ay
Region I (Ilocos Region),Ilocos Norte,Piddig,Municipality,Bimmanga
Region I (Ilocos Region),Ilocos Norte,Piddig,Municipality,Boyboy
Region I (Ilocos Region),Ilocos Norte,Piddig,Municipality,Cabaroan
Region I (Ilocos Region),Ilocos Norte,Piddig,Municipality,Calambeg
Region I (Ilocos Region),Ilocos Norte,Piddig,Municipality,Callusa
Region I (Ilocos Region),Ilocos Norte,Piddig,Municipality,Dupitac
Region I (Ilocos Region),Ilocos Norte,Piddig,Municipality,Estancia
Region I (Ilocos Region),Ilocos Norte,Piddig,Municipality,Gayamat
Region I (Ilocos Region),Ilocos Norte,Piddig,Municipality,Lagandit
Region I (Ilocos Region),Ilocos Norte,Piddig,Municipality,Libnaoan
Region I (Ilocos Region),Ilocos Norte,Piddig,Municipality,Loing
Region I (Ilocos Region),Ilocos Norte,Piddig,Municipality,Maab-abaca
Region I (Ilocos Region),Ilocos Norte,Piddig,Municipality,Mangitayag
Region I (Ilocos Region),Ilocos Norte,Piddig,Municipality,Maruaya
Region I (Ilocos Region),Ilocos Norte,Piddig,Municipality,San Antonio
Region I (Ilocos Region),Ilocos Norte,Piddig,Municipality,Santa Maria
Region I (Ilocos Region),Ilocos Norte,Piddig,Municipality,Sucsuquen
Region I (Ilocos Region),Ilocos Norte,Piddig,Municipality,Tangaoan
Region I (Ilocos Region),Ilocos Norte,Piddig,Municipality,Tonoton
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Aglipay
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Apatut-Lubong
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Badio
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Barbar
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Buanga
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Bulbulala
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Bungro
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Cabaroan
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Capangdanan
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Dalayap
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Darat
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Gulpeng
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Liliputen
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Lumbaan-Bicbica
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Nagtrigoan
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Pagdilao
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Pugaoan
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Puritac
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Puzol
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Sacritan
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Salanap
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Santo Tomas
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Tartarabang
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Upon
Region I (Ilocos Region),Ilocos Norte,Pinili,Municipality,Valbuena
Region I (Ilocos Region),Ilocos Norte,San Nicolas,Municipality,San Agustin
Region I (Ilocos Region),Ilocos Norte,San Nicolas,Municipality,San Baltazar
Region I (Ilocos Region),Ilocos Norte,San Nicolas,Municipality,San Bartolome
Region I (Ilocos Region),Ilocos Norte,San Nicolas,Municipality,San Cayetano
Region I (Ilocos Region),Ilocos Norte,San Nicolas,Municipality,San Eugenio
Region I (Ilocos Region),Ilocos Norte,San Nicolas,Municipality,San Fernando
Region I (Ilocos Region),Ilocos Norte,San Nicolas,Municipality,San Francisco
Region I (Ilocos Region),Ilocos Norte,San Nicolas,Municipality,San Gregorio
Region I (Ilocos Region),Ilocos Norte,San Nicolas,Municipality,San Guillermo
Region I (Ilocos Region),Ilocos Norte,San Nicolas,Municipality,San Ildefonso
Region I (Ilocos Region),Ilocos Norte,San Nicolas,Municipality,San Jose
Region I (Ilocos Region),Ilocos Norte,San Nicolas,Municipality,San Juan Bautista
Region I (Ilocos Region),Ilocos Norte,San Nicolas,Municipality,San Lorenzo
Region I (Ilocos Region),Ilocos Norte,San Nicolas,Municipality,San Lucas
Region I (Ilocos Region),Ilocos Norte,San Nicolas,Municipality,San Marcos
Region I (Ilocos Region),Ilocos Norte,San Nicolas,Municipality,San Miguel
Region I (Ilocos Region),Ilocos Norte,San Nicolas,Municipality,San Pablo
Region I (Ilocos Region),Ilocos Norte,San Nicolas,Municipality,San Paulo
Region I (Ilocos Region),Ilocos Norte,San Nicolas,Municipality,San Pedro
Region I (Ilocos Region),Ilocos Norte,San Nicolas,Municipality,San Rufino
Region I (Ilocos Region),Ilocos Norte,San Nicolas,Municipality,San Silvestre
Region I (Ilocos Region),Ilocos Norte,San Nicolas,Municipality,Santa Asuncion
Region I (Ilocos Region),Ilocos Norte,San Nicolas,Municipality,Santa Cecilia
Region I (Ilocos Region),Ilocos Norte,San Nicolas,Municipality,Santa Monica
Region I (Ilocos Region),Ilocos Norte,Sarrat,Municipality,San Agustin
Region I (Ilocos Region),Ilocos Norte,Sarrat,Municipality,San Andres
Region I (Ilocos Region),Ilocos Norte,Sarrat,Municipality,San Antonio
Region I (Ilocos Region),Ilocos Norte,Sarrat,Municipality,San Bernabe
Region I (Ilocos Region),Ilocos Norte,Sarrat,Municipality,San Cristobal
Region I (Ilocos Region),Ilocos Norte,Sarrat,Municipality,San Felipe
Region I (Ilocos Region),Ilocos Norte,Sarrat,Municipality,San Francisco
Region I (Ilocos Region),Ilocos Norte,Sarrat,Municipality,San Isidro
Region I (Ilocos Region),Ilocos Norte,Sarrat,Municipality,San Joaquin
Region I (Ilocos Region),Ilocos Norte,Sarrat,Municipality,San Jose
Region I (Ilocos Region),Ilocos Norte,Sarrat,Municipality,San Juan
Region I (Ilocos Region),Ilocos Norte,Sarrat,Municipality,San Leandro
Region I (Ilocos Region),Ilocos Norte,Sarrat,Municipality,San Lorenzo
Region I (Ilocos Region),Ilocos Norte,Sarrat,Municipality,San Manuel
Region I (Ilocos Region),Ilocos Norte,Sarrat,Municipality,San Marcos
Region I (Ilocos Region),Ilocos Norte,Sarrat,Municipality,San Nicolas
Region I (Ilocos Region),Ilocos Norte,Sarrat,Municipality,San Pedro
Region I (Ilocos Region),Ilocos Norte,Sarrat,Municipality,San Roque
Region I (Ilocos Region),Ilocos Norte,Sarrat,Municipality,San Vicente
Region I (Ilocos Region),Ilocos Norte,Sarrat,Municipality,Santa Barbara
Region I (Ilocos Region),Ilocos Norte,Sarrat,Municipality,Santa Magdalena
Region I (Ilocos Region),Ilocos Norte,Sarrat,Municipality,Santa Rosa
Region I (Ilocos Region),Ilocos Norte,Sarrat,Municipality,Santo Santiago
Region I (Ilocos Region),Ilocos Norte,Sarrat,Municipality,Santo Tomas
Region I (Ilocos Region),Ilocos Norte,Solsona,Municipality,Aguitap
Region I (Ilocos Region),Ilocos Norte,Solsona,Municipality,Bagbag
Region I (Ilocos Region),Ilocos Norte,Solsona,Municipality,Bagbago
Region I (Ilocos Region),Ilocos Norte,Solsona,Municipality,Barcelona
Region I (Ilocos Region),Ilocos Norte,Solsona,Municipality,Bubuos
Region I (Ilocos Region),Ilocos Norte,Solsona,Municipality,Capurictan
Region I (Ilocos Region),Ilocos Norte,Solsona,Municipality,Catangraran
Region I (Ilocos Region),Ilocos Norte,Solsona,Municipality,Darasdas
Region I (Ilocos Region),Ilocos Norte,Solsona,Municipality,Juan
Region I (Ilocos Region),Ilocos Norte,Solsona,Municipality,Laureta
Region I (Ilocos Region),Ilocos Norte,Solsona,Municipality,Lipay
Region I (Ilocos Region),Ilocos Norte,Solsona,Municipality,Maananteng
Region I (Ilocos Region),Ilocos Norte,Solsona,Municipality,Manalpac
Region I (Ilocos Region),Ilocos Norte,Solsona,Municipality,Mariquet
Region I (Ilocos Region),Ilocos Norte,Solsona,Municipality,Nagpatpatan
Region I (Ilocos Region),Ilocos Norte,Solsona,Municipality,Nalasin
Region I (Ilocos Region),Ilocos Norte,Solsona,Municipality,Puttao
Region I (Ilocos Region),Ilocos Norte,Solsona,Municipality,San Juan
Region I (Ilocos Region),Ilocos Norte,Solsona,Municipality,San Julian
Region I (Ilocos Region),Ilocos Norte,Solsona,Municipality,Santa Ana
Region I (Ilocos Region),Ilocos Norte,Solsona,Municipality,Santiago
Region I (Ilocos Region),Ilocos Norte,Solsona,Municipality,Talugtog
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Abkir
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Alejo Malasig
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Alsem
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Bago
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Bulbulala
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Cabangaran
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Cabayo
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Cabisocolan
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Canaam
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Columbia
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Dagupan
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Dipilat
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Esperanza
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Ester
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Isic Isic
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Lubnac
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Mabanbanag
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Malampa
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Manarang
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Margaay
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Namoroc
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Parparoroc
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Parut
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Pedro F. Alviar
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Salsalamagui
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,San Jose
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,San Nicolas
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,San Pedro
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,San Ramon
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,San Roque
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Santa Maria
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Tamdagan
Region I (Ilocos Region),Ilocos Norte,Vintar,Municipality,Visaya
Region I (Ilocos Region),Ilocos Sur,Alilem,Municipality,Alilem Daya
Region I (Ilocos Region),Ilocos Sur,Alilem,Municipality,Amilongan
Region I (Ilocos Region),Ilocos Sur,Alilem,Municipality,Anaao
Region I (Ilocos Region),Ilocos Sur,Alilem,Municipality,Apang
Region I (Ilocos Region),Ilocos Sur,Alilem,Municipality,Apaya
Region I (Ilocos Region),Ilocos Sur,Alilem,Municipality,Batbato
Region I (Ilocos Region),Ilocos Sur,Alilem,Municipality,Daddaay
Region I (Ilocos Region),Ilocos Sur,Alilem,Municipality,Dalawa
Region I (Ilocos Region),Ilocos Sur,Alilem,Municipality,Kiat
Region I (Ilocos Region),Ilocos Sur,Banayoyo,Municipality,Bagbagotot
Region I (Ilocos Region),Ilocos Sur,Banayoyo,Municipality,Banbanaal
Region I (Ilocos Region),Ilocos Sur,Banayoyo,Municipality,Bisangol
Region I (Ilocos Region),Ilocos Sur,Banayoyo,Municipality,Cadanglaan
Region I (Ilocos Region),Ilocos Sur,Banayoyo,Municipality,Casilagan Norte
Region I (Ilocos Region),Ilocos Sur,Banayoyo,Municipality,Casilagan Sur
Region I (Ilocos Region),Ilocos Sur,Banayoyo,Municipality,Elefante
Region I (Ilocos Region),Ilocos Sur,Banayoyo,Municipality,Guardia
Region I (Ilocos Region),Ilocos Sur,Banayoyo,Municipality,Lintic
Region I (Ilocos Region),Ilocos Sur,Banayoyo,Municipality,Lopez
Region I (Ilocos Region),Ilocos Sur,Banayoyo,Municipality,Montero
Region I (Ilocos Region),Ilocos Sur,Banayoyo,Municipality,Naguimba
Region I (Ilocos Region),Ilocos Sur,Banayoyo,Municipality,Pila
Region I (Ilocos Region),Ilocos Sur,Banayoyo,Municipality,Poblacion
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Aggay
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,An-annam
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Balaleng
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Banaoang
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Barangay 1
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Barangay 2
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Barangay 3
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Barangay 4
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Barangay 5
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Barangay 6
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Bulag
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Buquig
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Cabalanggan
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Cabaroan
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Cabusligan
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Capangdanan
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Guimod
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Lingsat
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Malingeb
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Mira
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Naguiddayan
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Ora
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Paing
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Puspus
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Quimmarayan
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Sagneb
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Sagpat
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,San Isidro
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,San Julian
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,San Mariano
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Sinabaan
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Taguiporo
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Taleb
Region I (Ilocos Region),Ilocos Sur,Bantay,Municipality,Tay-ac
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Ambugat
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Balugang
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Bangbangar
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Bessang
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Cabcaburao
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Cadacad
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Callitong
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Dayanki
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Dirdirig
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Lesseb
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Lubing
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Lucaban
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Luna
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Macaoayan
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Mambug
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Manaboc
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Mapanit
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Nagpanaoan
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Paduros
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Patac
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Poblacion Norte
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Poblacion Sur
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Sabangan Pinggan
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Subadi Norte
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Subadi Sur
Region I (Ilocos Region),Ilocos Sur,Burgos,Municipality,Taliao
Region I (Ilocos Region),Ilocos Sur,Cabugao,Municipality,Alinaay
Region I (Ilocos Region),Ilocos Sur,Cabugao,Municipality,Aragan
